filename,width,height,class,xmin,ymin,xmax,ymax
2018-11-19-17-55-52_mix.png,1280,960,bag1,581,105,1025,406
2018-11-19-17-55-52_mix.png,1280,960,bag1,251,117,518,527
2018-11-19-17-56-16_mix.png,1280,960,bag1,507,111,786,562
2018-11-19-17-56-41_mix.png,1280,960,bag1,770,117,1040,536
2018-11-19-17-57-06_mix.png,1280,960,bag1,570,499,1040,800
2018-11-19-17-57-20_mix.png,1280,960,bag1,517,336,799,778
2018-11-19-17-57-34_mix.png,1280,960,bag1,235,102,679,397
2018-11-19-17-57-34_mix.png,1280,960,bag1,761,352,1026,802
2018-11-19-17-57-59_mix.png,1280,960,bag1,615,132,1041,413
2018-11-19-17-57-59_mix.png,1280,960,bag1,252,113,542,536
2018-11-19-17-58-36_mix.png,1280,960,bag1,528,120,809,554
2018-11-19-17-58-50_mix.png,1280,960,bag1,757,126,1039,554
2018-11-19-17-58-50_mix.png,1280,960,bag1,230,494,673,785
2018-11-19-17-59-04_mix.png,1280,960,bag1,233,492,681,781
2018-11-19-17-59-12_mix.png,1280,960,bag1,246,495,693,781
2018-11-19-17-59-19_mix.png,1280,960,bag1,239,494,692,787
2018-11-19-18-47-18_mix.png,1280,960,bag1,261,76,552,505
2018-11-19-18-47-18_mix.png,1280,960,bag1,254,508,682,790
2018-11-19-18-47-32_mix.png,1280,960,bag1,526,92,797,505
2018-11-19-18-47-32_mix.png,1280,960,bag1,251,503,682,787
2018-11-19-18-47-47_mix.png,1280,960,bag1,525,89,805,512
2018-11-19-18-47-54_mix.png,1280,960,bag1,545,85,809,502
2018-11-19-18-48-19_mix.png,1280,960,bag1,521,87,797,513
2018-11-19-18-48-33_mix.png,1280,960,bag1,771,52,1047,512
2018-11-19-18-48-33_mix.png,1280,960,bag1,246,85,682,376
2018-11-19-18-48-58_mix.png,1280,960,bag1,249,87,675,373
2018-11-19-18-48-58_mix.png,1280,960,bag1,762,348,1041,787
2018-11-19-18-49-23_mix.png,1280,960,bag1,614,79,1034,352
2018-11-19-18-49-23_mix.png,1280,960,bag1,767,352,1041,790
2018-11-19-18-49-23_mix.png,1280,960,bag1,257,99,539,516
2018-11-19-18-49-38_mix.png,1280,960,bag1,613,60,1051,344
2018-11-19-18-49-38_mix.png,1280,960,bag1,771,342,1062,802
2018-11-19-18-50-05_mix.png,1280,960,bag1,528,84,792,507
2018-11-19-18-50-17_mix.png,1280,960,bag1,778,82,1040,524
2018-11-19-18-50-17_mix.png,1280,960,bag1,254,101,665,366
2018-11-19-18-50-17_mix.png,1280,960,bag1,267,366,541,775
2018-11-19-18-50-38_mix.png,1280,960,bag1,607,508,1062,803
2018-11-19-18-50-38_mix.png,1280,960,bag1,235,87,665,363
2018-11-19-18-50-51_mix.png,1280,960,bag1,236,84,668,360
2018-11-19-18-51-04_mix.png,1280,960,bag1,246,82,663,363
2018-11-19-18-51-17_mix.png,1280,960,bag1,240,81,667,363
2018-11-19-18-51-30_mix.png,1280,960,bag1,236,85,662,362
2018-11-19-18-51-37_mix.png,1280,960,bag1,252,86,676,363
2018-11-19-18-51-51_mix.png,1280,960,bag1,221,71,665,362
2018-11-19-18-53-32_mix.png,1280,960,bag1,244,84,531,527
2018-11-19-18-53-45_mix.png,1280,960,bag1,517,101,793,518
2018-11-19-18-53-45_mix.png,1280,960,bag1,250,512,670,789
2018-11-19-18-53-59_mix.png,1280,960,bag1,504,96,792,522
2018-11-19-18-54-21_mix.png,1280,960,bag1,241,91,667,379
2018-11-19-18-54-34_mix.png,1280,960,bag1,500,363,775,790
2018-11-19-18-54-48_mix.png,1280,960,bag1,760,353,1033,786
2018-11-19-18-54-48_mix.png,1280,960,bag1,257,117,523,539
2018-11-19-18-55-12_mix.png,1280,960,bag1,599,80,1060,375
2018-11-19-18-55-35_mix.png,1280,960,bag1,518,94,789,536
2018-11-19-18-55-49_mix.png,1280,960,bag1,525,91,794,531
2018-11-19-18-56-02_mix.png,1280,960,bag1,524,89,792,522
2018-11-19-18-56-10_mix.png,1280,960,bag1,525,90,798,527
2018-11-19-18-56-17_mix.png,1280,960,bag1,535,84,804,529
2018-11-19-18-56-25_mix.png,1280,960,bag1,526,71,809,524
2018-11-19-18-57-00_mix.png,1280,960,bag1,503,86,788,554
2018-11-19-18-57-00_mix.png,1280,960,bag1,786,82,1058,547
2018-11-19-18-57-07_mix.png,1280,960,bag1,499,89,788,542
2018-11-19-18-57-07_mix.png,1280,960,bag1,792,91,1051,543
2018-11-19-18-57-15_mix.png,1280,960,bag1,507,99,777,543
2018-11-19-18-57-15_mix.png,1280,960,bag1,784,99,1040,547
2018-11-19-18-57-28_mix.png,1280,960,bag1,499,90,786,545
2018-11-19-18-57-41_mix.png,1280,960,bag1,498,354,787,791
2018-11-19-18-57-49_mix.png,1280,960,bag1,515,359,799,789
2018-11-19-18-58-02_mix.png,1280,960,bag1,496,349,788,784
2018-11-19-18-58-16_mix.png,1280,960,bag1,500,354,783,794
2018-11-19-18-58-23_mix.png,1280,960,bag1,515,349,802,791
2018-11-19-18-58-31_mix.png,1280,960,bag1,508,347,804,792
2018-11-19-18-58-44_mix.png,1280,960,bag1,752,355,1034,787
2018-11-19-19-07-13_mix.png,1280,960,bag1,240,111,517,549
2018-11-19-19-07-13_mix.png,1280,960,bag1,229,553,672,811
2018-11-19-19-07-13_mix.png,1280,960,bag1,518,115,799,543
2018-11-19-19-07-26_mix.png,1280,960,bag1,519,115,802,545
2018-11-19-19-07-33_mix.png,1280,960,bag1,529,118,812,555
2018-11-19-19-08-16_mix.png,1280,960,bag1,513,112,798,545
2018-11-19-19-08-28_mix.png,1280,960,bag1,228,528,672,811
2018-11-19-19-08-41_mix.png,1280,960,bag1,599,542,1039,826
2018-11-19-19-08-41_mix.png,1280,960,bag1,245,366,513,790
2018-11-19-19-09-30_mix.png,1280,960,bag1,226,101,668,395
2018-11-19-19-09-43_mix.png,1280,960,bag1,230,100,671,397
2018-11-19-19-09-55_mix.png,1280,960,bag1,229,99,661,391
2018-11-19-19-09-55_mix.png,1280,960,bag1,249,527,652,786
2018-11-19-19-10-07_mix.png,1280,960,bag1,624,138,1056,426
2018-11-19-19-10-07_mix.png,1280,960,bag1,256,107,525,532
2018-11-19-19-10-07_mix.png,1280,960,bag1,247,528,655,781
2018-11-19-19-10-20_mix.png,1280,960,bag1,624,118,1067,420
2018-11-19-19-10-33_mix.png,1280,960,bag1,509,113,784,539
2018-11-19-19-10-33_mix.png,1280,960,bag1,783,123,1042,574
2018-11-19-19-10-45_mix.png,1280,960,bag1,776,131,1038,557
2018-11-19-19-10-45_mix.png,1280,960,bag1,225,526,650,796
2018-11-19-19-11-07_mix.png,1280,960,bag1,592,541,1024,821
2018-11-19-19-11-07_mix.png,1280,960,bag1,252,371,519,780
2018-11-19-19-11-31_mix.png,1280,960,bag1,239,107,667,401
2018-11-19-19-11-39_mix.png,1280,960,bag1,246,116,687,402
2018-11-19-19-12-30_mix.png,1280,960,bag1,523,384,788,806
2018-11-19-19-12-30_mix.png,1280,960,bag1,257,110,515,522
2018-11-19-19-12-30_mix.png,1280,960,bag1,624,122,1045,396
2018-11-19-19-13-02_mix.png,1280,960,bag1,519,397,791,810
2018-11-19-19-13-02_mix.png,1280,960,bag1,605,126,1041,412
2018-11-19-19-13-09_mix.png,1280,960,bag1,530,387,799,807
2018-11-19-19-13-09_mix.png,1280,960,bag1,624,127,1058,403
2018-11-19-19-13-22_mix.png,1280,960,bag1,254,506,676,782
2018-11-19-19-13-22_mix.png,1280,960,bag1,756,400,1036,821
2018-11-19-19-13-22_mix.png,1280,960,bag1,614,128,1049,402
2018-11-19-19-13-45_mix.png,1280,960,bag1,603,112,1060,401
2018-11-19-19-13-45_mix.png,1280,960,bag1,257,370,517,779
2018-11-19-19-14-51_mix.png,1280,960,bag1,526,129,804,574
2018-11-19-19-15-04_mix.png,1280,960,bag1,261,368,519,775
2018-11-19-19-15-04_mix.png,1280,960,bag1,756,136,1029,566
2018-11-19-19-15-27_mix.png,1280,960,bag1,245,360,509,785
2018-11-19-19-15-41_mix.png,1280,960,bag1,488,370,758,802
2018-11-19-19-16-04_mix.png,1280,960,bag1,741,396,1019,812
2018-11-19-19-16-04_mix.png,1280,960,bag1,266,511,686,784
2018-11-19-19-16-38_mix.png,1280,960,bag1,499,127,768,573
2018-11-19-19-16-52_mix.png,1280,960,bag1,489,131,770,571
2018-11-19-19-17-05_mix.png,1280,960,bag1,760,144,1030,576
2018-11-19-19-17-19_mix.png,1280,960,bag1,768,133,1040,574
2018-11-19-19-17-33_mix.png,1280,960,bag1,578,533,1040,827
2018-11-19-19-17-46_mix.png,1280,960,bag1,518,368,788,799
2018-11-19-19-18-01_mix.png,1280,960,bag1,520,368,791,794
2018-11-19-19-18-14_mix.png,1280,960,bag1,610,139,1024,418
2018-11-19-19-18-21_mix.png,1280,960,bag1,625,143,1044,424
2018-11-19-19-18-29_mix.png,1280,960,bag1,602,133,1044,412
2018-11-19-19-18-36_mix.png,1280,960,bag1,619,132,1058,418
2018-11-19-19-19-07_mix.png,1280,960,bag1,218,126,681,432
2018-11-19-19-20-36_mix.png,1280,960,bag1,525,120,820,552
2018-11-19-19-20-36_mix.png,1280,960,bag1,215,112,493,545
2018-11-19-19-20-49_mix.png,1280,960,bag1,525,118,814,562
2018-11-19-19-22-21_mix.png,1280,960,bag1,533,117,824,560
2018-11-19-19-22-21_mix.png,1280,960,bag1,252,369,520,781
2018-11-19-19-22-34_mix.png,1280,960,bag1,526,127,824,564
2018-11-19-19-22-46_mix.png,1280,960,bag1,529,123,817,559
2018-11-19-19-22-59_mix.png,1280,960,bag1,213,116,663,410
2018-11-19-19-22-59_mix.png,1280,960,bag1,778,107,1052,552
2018-11-19-19-23-20_mix.png,1280,960,bag1,497,366,766,803
2018-11-19-19-23-33_mix.png,1280,960,bag1,500,360,758,803
2018-11-19-19-23-45_mix.png,1280,960,bag1,242,521,675,791
2018-11-19-19-23-45_mix.png,1280,960,bag1,757,374,1023,810
2018-11-19-19-23-58_mix.png,1280,960,bag1,760,370,1035,822
2018-11-19-19-24-20_mix.png,1280,960,bag1,615,116,1076,386
2018-11-19-19-24-32_mix.png,1280,960,bag1,493,128,773,581
2018-11-19-19-24-32_mix.png,1280,960,bag1,777,117,1036,570
2018-11-19-19-24-54_mix.png,1280,960,bag1,573,524,1030,823
2018-11-19-19-25-07_mix.png,1280,960,bag1,514,350,786,799
2018-11-19-19-25-19_mix.png,1280,960,bag1,224,111,679,408
2018-11-19-19-25-19_mix.png,1280,960,bag1,756,370,1029,807
2018-11-19-19-25-33_mix.png,1280,960,bag1,225,116,681,405
2018-11-19-19-25-46_mix.png,1280,960,bag1,225,121,679,411
2018-11-19-19-25-53_mix.png,1280,960,bag1,240,122,693,405
2018-11-19-19-26-01_mix.png,1280,960,bag1,230,116,697,407
2018-11-19-19-26-08_mix.png,1280,960,bag1,224,106,693,405
2018-11-19-19-26-21_mix.png,1280,960,bag1,209,101,682,413
2018-11-19-19-26-29_mix.png,1280,960,bag1,219,108,700,405
2018-11-19-19-26-36_mix.png,1280,960,bag1,210,102,699,403
2018-11-19-19-26-44_mix.png,1280,960,bag1,199,95,697,396
2018-11-19-19-27-31_mix.png,1280,960,bag1,189,99,693,412
2018-11-19-19-27-43_mix.png,1280,960,bag1,615,107,1066,406
2018-11-19-19-27-43_mix.png,1280,960,bag1,245,126,529,578
2018-11-19-19-28-06_mix.png,1280,960,bag1,498,128,794,579
2018-11-19-19-28-33_mix.png,1280,960,bag1,493,342,789,782
2018-11-19-19-28-53_mix.png,1280,960,bag1,241,129,686,420
2018-11-19-19-29-06_mix.png,1280,960,bag1,240,132,684,415
2018-11-19-19-30-19_mix.png,1280,960,bag1,217,115,682,412
2018-11-19-19-30-26_mix.png,1280,960,bag1,235,115,698,416
2018-11-19-19-30-38_mix.png,1280,960,bag1,594,122,1063,402
2018-11-19-19-30-38_mix.png,1280,960,bag1,238,131,531,586
2018-11-19-19-31-00_mix.png,1280,960,bag1,484,142,771,587
2018-11-19-19-31-39_mix.png,1280,960,bag1,492,349,766,778
2018-11-19-19-31-39_mix.png,1280,960,bag1,768,348,1024,799
2018-11-19-19-32-01_mix.png,1280,960,bag1,487,353,756,781
2018-11-19-19-32-13_mix.png,1280,960,bag1,599,137,1038,407
2018-11-19-19-32-21_mix.png,1280,960,bag1,615,123,1054,420
2018-11-19-19-32-28_mix.png,1280,960,bag1,607,126,1067,421
2018-11-19-19-32-36_mix.png,1280,960,bag1,615,127,1070,410
2018-11-19-19-33-03_mix.png,1280,960,bag1,250,105,726,408
2018-11-19-19-37-48_mix.png,1280,960,bag1,238,100,503,533
2018-11-19-19-37-59_mix.png,1280,960,bag1,240,102,505,533
2018-11-19-19-38-02_mix.png,1280,960,bag1,250,99,519,533
2018-11-19-19-38-13_mix.png,1280,960,bag1,241,101,512,541
2018-11-19-19-38-13_mix.png,1280,960,bag1,765,120,1034,549
2018-11-19-19-38-40_mix.png,1280,960,bag1,498,342,786,779
2018-11-19-19-38-40_mix.png,1280,960,bag1,233,352,503,789
2018-11-19-19-38-52_mix.png,1280,960,bag1,498,341,776,784
2018-11-19-19-39-03_mix.png,1280,960,bag1,242,105,686,386
2018-11-19-19-39-03_mix.png,1280,960,bag1,746,379,1034,784
2018-11-19-19-39-23_mix.png,1280,960,bag1,609,115,1050,387
2018-11-19-19-39-35_mix.png,1280,960,bag1,496,115,765,544
2018-11-19-19-39-35_mix.png,1280,960,bag1,768,121,1034,568
2018-11-19-19-39-37_mix.png,1280,960,bag1,510,118,778,542
2018-11-19-19-39-37_mix.png,1280,960,bag1,788,118,1036,564
2018-11-19-19-39-40_mix.png,1280,960,bag1,500,110,776,547
2018-11-19-19-39-43_mix.png,1280,960,bag1,507,103,781,550
2018-11-19-19-39-43_mix.png,1280,960,bag1,789,115,1066,571
2018-11-19-19-40-19_mix.png,1280,960,bag1,488,110,789,569
2018-11-19-19-40-30_mix.png,1280,960,bag1,261,108,529,552
2018-11-19-19-40-30_mix.png,1280,960,bag1,751,124,1028,568
2018-11-19-19-40-51_mix.png,1280,960,bag1,251,508,696,796
2018-11-19-19-41-02_mix.png,1280,960,bag1,583,511,1021,795
2018-11-19-19-41-14_mix.png,1280,960,bag1,489,366,770,801
2018-11-19-19-41-34_mix.png,1280,960,bag1,742,368,1023,794
2018-11-19-19-41-34_mix.png,1280,960,bag1,256,120,708,415
2018-11-19-19-41-46_mix.png,1280,960,bag1,742,366,1024,800
2018-11-19-19-41-49_mix.png,1280,960,bag1,755,359,1038,799
2018-11-19-19-42-01_mix.png,1280,960,bag1,593,118,1041,400
2018-11-19-19-42-13_mix.png,1280,960,bag1,513,121,802,552
2018-11-19-19-42-25_mix.png,1280,960,bag1,514,126,805,557
2018-11-19-19-42-36_mix.png,1280,960,bag1,249,507,688,790
2018-11-19-19-42-36_mix.png,1280,960,bag1,754,107,1033,563
2018-11-19-19-45-57_mix.png,1280,960,bag1,589,521,1014,796
2018-11-19-19-46-09_mix.png,1280,960,bag1,510,342,807,784
2018-11-19-19-46-44_mix.png,1280,960,bag1,513,331,810,780
2018-11-19-19-46-56_mix.png,1280,960,bag1,255,113,709,401
2018-11-19-19-46-56_mix.png,1280,960,bag1,741,355,1021,787
2018-11-19-19-47-09_mix.png,1280,960,bag1,744,347,1019,790
2018-11-19-19-47-09_mix.png,1280,960,bag1,260,121,508,548
2018-11-19-19-47-30_mix.png,1280,960,bag1,505,123,766,566
2018-11-19-19-47-30_mix.png,1280,960,bag1,240,113,498,539
2018-11-19-19-47-30_mix.png,1280,960,bag1,767,117,1036,565
2018-11-19-19-47-43_mix.png,1280,960,bag1,500,121,763,559
2018-11-19-19-47-43_mix.png,1280,960,bag1,766,120,1034,563
2018-11-19-19-47-55_mix.png,1280,960,bag1,760,115,1031,560
2018-11-19-19-47-55_mix.png,1280,960,bag1,240,505,681,782
2018-11-19-19-48-17_mix.png,1280,960,bag1,587,501,1019,782
2018-11-19-19-48-29_mix.png,1280,960,bag1,504,345,782,774
2018-11-19-19-48-36_mix.png,1280,960,bag1,515,358,792,778
2018-11-19-19-48-49_mix.png,1280,960,bag1,500,358,781,779
2018-11-19-19-49-02_mix.png,1280,960,bag1,725,358,1014,789
2018-11-19-19-49-02_mix.png,1280,960,bag1,247,108,699,392
2018-11-19-19-49-14_mix.png,1280,960,bag1,730,354,1017,786
2018-11-19-19-49-26_mix.png,1280,960,bag1,731,350,1014,786
2018-11-19-19-50-29_mix.png,1280,960,bag1,236,100,518,533
2018-11-19-19-50-48_mix.png,1280,960,bag1,239,501,671,776
2018-11-19-19-50-59_mix.png,1280,960,bag1,498,108,787,526
2018-11-19-19-51-11_mix.png,1280,960,bag1,499,113,786,528
2018-11-19-19-51-22_mix.png,1280,960,bag1,240,368,520,796
2018-11-19-19-51-34_mix.png,1280,960,bag1,514,347,783,774
2018-11-19-19-51-36_mix.png,1280,960,bag1,520,343,800,775
2018-11-19-19-51-56_mix.png,1280,960,bag1,512,339,787,769
2018-11-19-19-52-08_mix.png,1280,960,bag1,508,338,783,773
2018-11-19-19-52-19_mix.png,1280,960,bag1,230,97,521,537
2018-11-19-19-52-19_mix.png,1280,960,bag1,523,94,804,524
2018-11-19-19-52-31_mix.png,1280,960,bag1,515,101,804,523
2018-11-19-19-52-42_mix.png,1280,960,bag1,240,508,681,781
2018-11-19-19-52-54_mix.png,1280,960,bag1,246,345,520,771
2018-11-19-19-52-54_mix.png,1280,960,bag1,608,474,1052,768
2018-11-19-19-53-06_mix.png,1280,960,bag1,252,342,520,760
2018-11-19-19-53-06_mix.png,1280,960,bag1,761,100,1036,517
2018-11-19-19-53-18_mix.png,1280,960,bag1,229,344,512,789
2018-11-19-19-53-18_mix.png,1280,960,bag1,523,327,800,765
2018-11-19-19-53-38_mix.png,1280,960,bag1,226,110,663,399
2018-11-19-19-53-38_mix.png,1280,960,bag1,788,371,1055,768
2018-11-19-19-53-58_mix.png,1280,960,bag1,597,108,1050,373
2018-11-19-19-53-58_mix.png,1280,960,bag1,249,120,517,569
2018-11-19-19-54-01_mix.png,1280,960,bag1,613,105,1061,370
